article_id,link,content,title,month,year
388,https://economictimes.indiatimes.com/news/india/delhi-traffic-police-issues-advisory-ahead-of-central-vista-avenue-inauguration-on-sept-8/articleshow/94028171.cms,"Traffic restrictions will be put in place in the parts of central Delhi on Thursday when Prime Minister Narendra Modi will inaugurate the Central Vista Avenue, officials said on Tuesday. The avenue that will be open to the masses on Sep 8 stretches from Vijay Chowk to India Gate.

Delhi Police said elaborate arrangements have been made in order to facilitate the safety of pedestrians, including children and to ensure smooth movement of traffic in the New Delhi district.

General traffic will be diverted from the specific roads from 6 pm to 9 pm.

According to the traffic advisory, traffic movement will be diverted from roads such as -- Tilak Marg (From C-Hexagon to Bhagwan Dass Road Crossing), Purana Quila Road (From C-Hexagon to Mathura Road), Shershah Road (from C-Hexagon to Mathura Road).

Dr. Zakir Hussain Marg (From C-Hexagon to Subramanian Bharti Marg Crossing), Pandara Road (from C-Hexagon to Subramanian Bharti Marg Crossing), Shahjahan Road (from C-Hexagon to Q-point), Akbar Road (from C-Hexagon to RoundAbout Mansingh Road), Ashoka Road (from C-Hexagon to R/A Jaswant Singh Road), it said.

K.G Marg (from C-Hexagon to Madhav Rao Scindia Marg Crossing), Copernicus Marg (from C-Hexagon to Madhav Rao Scindia Marg Crossing) from 6 pm to 9 pm, the advisory added.

Commuters using two-wheelers, three-wheelers and four-wheelers are requested to plan their journey in advance accordingly and avoid roads such as W-Point, Mathura Road, Ashoka Road, Q-Point, Prithvi Raj Road, Akbar Road, Subramanian Bharti Marg, APJ Abdul Kalam Road, Rajesh Pilot Marg.

Similarly, roundabout Windsor Place, roundabout Claridge Hotel, Man Singh Road, roundabout MLNP, Janpath, Firoz Shah Road, roundabout Mandi House and Sikandra Road as these points and junctions are expected to witness a heavy volume of traffic.

The advisory stated keeping in view the large number of expected pedestrians who will be visiting Central Vista post-inauguration, diversion for buses will start at Moti Bagh Crossing on Ring Road, Bhikaji Cama Crossing on Ring Road, South foot of Lodhi Flyover, ITO, I.P.Flyover-Vikas Marg, Ring Road-Yamuna Bazar, Tis Hazari-R/A Mori Gate Junction, Panchkuian Road (Dayal Chowk), AIIMS Flyover, SBM-Mathura Road, Neela Gumbad, Ashram Chowk, NH-24-Ring Road, Ring Road-ISBT, ISBT- 'T' Point, Dhaula Kuan from 6 pm and will remain in force till 9 pm.

Moti Bagh crossing on Ring Road, Bhikaji Cama Crossing on Ring Road, South foot of Lodhi Flyover, ITO, I.P.Flyover-Vikas Marg, Ring Road-Yamuna Bazar, Tis Hazari-R/A Mori Gate Junction, Panchkuian Road (Dayal Chowk), AIIMS Flyover, SBM-Mathura Road, Neela Gumbad, Ashram Chowk, NH-24-Ring Road, Ring Road-ISBT, ISBT- 'T' Point, Dhaula Kuan.

Delhi Transport Corporation (DTC), Delhi Integrated Multi-Modal Transit System (DIMTS) and other public transport authorities are also requested to plan the movement of their fleet vehicles in advance and avoid the above-mentioned roads for the convenience of the general public.

DTC has also been requested to organise a 'Park & Ride' facility from the following pick-up points to C-Hexagon -- Bhairon Road, Rajghat, Connaught Place and JLN Stadium.

In view of a large number of expected footfall, people are advised to avoid using their private vehicles and cabs to travel to Central Vista.

Instead, they should use public transport or avail 'Park & Ride' facility, the traffic police advisory added.",central vista: Delhi traffic police issues advisory ahead of Central Vista Avenue inauguration on Sept 8 - The Economic Times,9,2022
389,https://economictimes.indiatimes.com/news/india/central-vista-delhi-panel-gives-green-nod-to-executive-enclave-which-will-house-new-pmo/articleshow/93941966.cms,"The Delhi State Environment Impact Assessment Authority (SEIAA) has granted environmental clearance to the proposal for the construction of the 'Executive Enclave' which will house the new Prime Minister's Office and Cabinet Secretariat.

The Delhi State Expert Appraisal Committee (SEAC) had last week recommended the SEIAA to give green nod to the project.

The SEIAA discussed the project at a meeting on Wednesday and approved it.

The Forest Department had on Aug 23 granted permission to the Central Public Works Department, the user agency, to transplant 487 of the 807 trees at the site under the Delhi Preservation of Trees Act, 1994.

During the meeting, the SEIAA noted that the project will lead to the removal of 60 percent of the trees at the site.

""SEAC/SEIAA tried to get the PP (project proponent) to reduce felling of trees but only a few could be saved.

""The project design was presented as fait accompli (something that's already done). No attempt was made to make any major change in the footprint of the building that would have led to tree preservation on the site,"" it said.

CPWD officials said the proposal was submitted for environmental clearance in Dec last year.

The SEAC, which vets the proposals before they are sent to SEIAA for clearance, had earlier this month set up a sub-committee to examine the implementation of the Delhi government's policy for tree transplantation and review the site plan in order to retain trees.""

Under the policy notified by the government in Dec 2020, agencies concerned are required to transplant a minimum of 80 per cent of the trees affected by their development works.

The benchmark tree survival rate at the end of one year of tree transplantation is 80 per cent.

The sub-committee in its report said the tree survey was not carried out at the time of project feasibility assessment and site identification.

The SEAC, which first examined the proposal in a meeting on Jan 31, had raised concern over the CPWD's plan to remove an ""excessively high proportion"" of trees from the site.

The CPWD later revised the proposal, decreasing the number of trees to be transplanted from 630 to 487 and increasing the number of trees to be retained at the site from 154 to 320.

In a meeting held on Apr 9, the SEAC decided to recommend the revised proposal to the SEIAA for grant of environmental clearance.

The SEIAA, however, referred the matter back to the SEAC to ensure that provisions of the tree transplantation policy are complied with.

According to the revised proposal for the Rs 1,381-crore project, the CPWD will maintain 1,022 trees at the site, so as to have a tree every 80 square metre of plot area as per the guidelines of the Union environment ministry.

A total of five buildings with a built-up area of 90,000 square metres will be constructed at the site after demolishing the built-up area of 47,000 sqm.

The redevelopment of the Central Vista, the nation's power corridor, envisages a new parliament building, common central secretariat, revamping of the 3-km Rajpath from Rashtrapati Bhavan to India Gate, a new office and residence of the prime minister, and a new vice president enclave.",Executive Enclave: Central Vista: Delhi panel gives green nod to 'Executive Enclave' which will house new PMO - The Economic Times,9,2022
390,https://economictimes.indiatimes.com/news/india/main-structure-of-new-parliament-completed-finishing-work-in-progress-tata-projects-ceo/articleshow/93831982.cms,"The internal finishing work is going on, Tata Projects CEO and Managing Director Vinayak Pai said on Sunday.

Tata Projects Ltd is constructing the new Parliament building which will have a grand constitution hall to showcase India's democratic heritage, a lounge for members of Parliament, a library, multiple committee rooms, dining areas and ample parking space.

""The main structure (of the new Parliament building) has been completed. We are now at the stage where we are doing a lot of internal finishing work,"" Pai told PTI in an interview.

""... it is one of its kind, so the finishes are very well thought out by the architects, procuring that and doing all the finishing,"" he added.

The government has maintained that the winter session of Parliament will be held in the new building being built under the Narendra Modi government's ambitious Central Vista redevelopment project.

Replying to a question on how Tata Projects is coping with the challenge of high inflationary pressure, Pai said there are definitely challenges which most of the industries are facing as they rely on a lot on commodities.

""So, one one thing which we have to constantly look at is procuring smart. So, we have long-term contracts on a lot of our bulk material purchases we do,"" Pai said.

The other thing by now, he said, many of the contracts have matured where the procurement agreements have price variation clauses.

""So, that gives us protection, it might not really give us the full nature of the increase, but a good part of it gets mitigated by those clauses where we get support for that,"" Pai said.

Asked if the input cost of construction has risen due to the Russia-Ukraine conflict, he said that the steel prices have gone up, and there are some speciality items including speciality steel which is getting delayed.

""The oil prices have gone up, we have a lot of mobility requirements within our project site. We use a lot of diesel generators and equipment.

""So, yes the input costs have gone up to some extent,"" he said.

Russia started its military offensive against Ukraine on Feb 24. Western nations, including the US, have imposed major economic and other sanctions on Russia following the aggression.

He observed that there is a huge opportunity in the infrastructure sector in India, especially in the renewables.

""In addition to infrastructure, sustainability and green energy related opportunities we are seeing as something very strong,""","parliament: Main structure of new Parliament completed, finishing work in progress: Tata Projects CEO - The Economic Times",8,2022
391,https://economictimes.indiatimes.com/news/india/parliaments-winter-session-could-be-held-in-old-building/articleshow/95202125.cms,"The winter session of Parliament could be held in the old building as some construction work of the new building may stretch beyond the stipulated completion time, sources said on Monday.

The government had aimed at completing the new Parliament building before the winter session which usually starts from the third week of Nov.

The building is a once in a lifetime and complex project that is being constructed on a very challenging timeline, the sources said, asserting that construction has been going on round-the-clock with all hands on deck.

The building's civil works are almost complete, but finishing touches, electrical, among other works, might continue till the end of this year, they said.

Works such as making furniture, carpets, wall murals and other items for furnishing the building are going on along with its construction, the sources said.

They suggested that at this moment, it is difficult to specify a completion date. Therefore, one cannot rule out the winter session being held in the old building, the sources said.

The sources said authorities are confident that the joint sitting of both Houses of Parliament -- Lok Sabha and Rajya Sabha -- on the first day of the Budget Session will be held in the new building.

With construction work on the Parliament premises, several of its entry and exit points are closed.

The new triangular Parliament building is part of the redevelopment project of the Central Vista - the nation's power corridor. The project also envisages a common central secretariat, new prime minister's residence and prime minister's office, and new vice-president's enclave, among others.

Even after the building is fully furnished, the sources said, around 15-20 days would be required to acquaint and train staffers to ensure smooth conduct of Parliament sessions and all assistance to MPs.

For this, mock drills and exercises would be organised for Lok Sabha Secretariat, Rajya Sabha Secretariat, National Informatics Centre, ITDC and house keeping staffers, they said.",parliament: 'Parliament's winter session could be held in old building' - The Economic Times,10,2022
392,https://economictimes.indiatimes.com/opinion/et-commentary/with-kartavya-path-govt-has-embarked-on-the-road-of-cultural-transformation-of-india/articleshow/94254435.cms,"Hardeep S Puri
The author is Union Minister for Housing and Urban Affairs, Government of India","kartavya path: With 'Kartavya Path', govt has embarked on the road of cultural transformation of India - The Economic Times",9,2022
393,https://economictimes.indiatimes.com/news/politics-and-nation/improper-invite-for-netaji-subash-chandra-boses-statue-unveiling-mamata-banerjee/articleshow/94084082.cms,"West Bengal chief minister Mamata Banerjee has slammed the Centre for 'not maintaining protocol' while inviting her to the function where PM Narendra Modi unveiled a statue of Netaji Subash Chandra Bose at India Gate on Thursday. Banerjee said that a junior bureaucrat invited her.

""I got a letter yesterday from an undersecretary, saying the PM will inaugurate the Netaji statue at 7 pm and you must be there at 6 pm, as if I am their servant. How can an undersecretary write to a chief minister,"" Banerjee asked. ""Does the Union Minister for Culture think he is such a big figure, he could not even write an invitation letter to me,"" asked an angry Banerjee. She said that she had already garlanded Netaji's statue in Kolkata before starting a party programme at Kolkata's Netaji Indoor Stadium.

IGNCA member secretary Sachchidanand Joshi claimed, ""the process of decolonisation of the Indian mind has begun with the unveiling of the Bose statue, where once the statue of King George V stood"". He said views were taken from family members of Bose and those associated with Azad Hind Fauj to ensure even the 'minutest details about the veteran were accurate', he told ET.",Improper invite for Netaji Subash Chandra Bose's statue unveiling: Mamata Banerjee - The Economic Times,9,2022
394,https://economictimes.indiatimes.com/news/new-updates/watch-first-look-video-shows-wider-cleaner-central-vista-avenue-in-delhi/articleshow/94053768.cms,"A first-look video of the refurbished Central Vista Avenue released on Wednesday shows it looking wider and cleaner than what it was previously.

The video, shot mostly by drones, shows more pedestrian walkways - the Urban Affairs ministry has said 16.5 km more were added - along the Rajpath, across the lawns, along and across the canals, and at the India Gate Precinct.

A lot more permanent bridges can also be seen over the canals, making the space beyond the canals accessible for public use.

The refurbished Central Vista Avenue with added new public amenities is set to be inaugurated by Prime Minister Narendra Modi on Thursday, with the Rajpath renamed as Kartavya Path.

74 historic light poles, and all chain links have been restored, upgraded, and reinstalled on site. More than 900 new light poles have been added wherever necessary to ensure that the space is always safe for visitors, reports said.

Concrete bollards have been replaced with 1000+ white sandstone bollards to maintain the precinct's historical character, and the pedestrian sidewalks along the Rajpath have been paved with robust and durable materials.

Four new pedestrian underpasses have been built at busy junctions, segregating vehiclular traffic and pedestrian movement. Eight amenity blocks with toilets, vending kiosks, and drinking water fountains have been added at eight distinct locations along the Avenue.","Central Vista Avenue Look: Watch: First-look video shows wider, cleaner Central Vista Avenue in Delhi - The Economic Times",9,2022
395,https://economictimes.indiatimes.com/news/india/was-monsoon-session-the-last-sitting-at-old-parliament-building/articleshow/93454589.cms,"From its inauguration in 1927 to witnessing the foundation laying of a new Sansad Bhavan ahead of the 75th anniversary of India's Independence, the multi-chequered history of the old Parliament building will now be frozen in time, with the Monsoon session perhaps being its last legislative sitting.

The sprawling edifice covering an area of nearly six acres and its creamy sandstone colonnade of 144 pillars on the first floor is one of the most distinctive parliament buildings anywhere in the world, and one of the most defining and widely-recognised structure whose foundation was laid 101 years ago.

The Monsoon session of Parliament ended on Monday, four days ahead of schedule, after continued disruptions during the last three weeks over various issues.

The new Parliament building, whose foundation was laid in Dec 2020 by Prime Minister Narendra Modi, is being constructed in its vicinity and the work is expected to be completed before the Winter Session. It was earlier expected to be completed in time for the 75th anniversary of India's Independence Day on Aug 15 this year.

If the Winter session takes place in the new building, it will mark an end of an era that the British-era architectural icon has witnessed in its 95-year-old journey, including the dawn of Independence in 1947.

While the tricolour replaced the Union Jack atop its majestic roof when India threw off the yokes of the British rule and the Viceroy House neighbouring it built around the same period soon assumed the avatar of the Rashtrapati Bhavan, the Parliament building has essentially remained timeless albeit for a change of few names.

Parliament House and Sansad Bhawan are both used interchangeably in official parlance, while the building was named as a Council House when it was conceived by the British in 1920s after the imperial capital was shifted from Calcutta to Delhi after the grand durbar of 1911.

The odyssey of the old Parliament building is also the journey of the new capital of India built under the rule of the then monarch King George V, later christened New Delhi by him in 1926, less than a month before the inauguration of the circular landmark.

On Feb 12, 1921, when the nation was still in the making and Independence 26 years away, Britain's Duke of Connaught laid the foundation stone of Parliament House and said it would stand ""as the symbol of India's rebirth to yet higher destinies"".

On its foundation centenary day last year, parliamentarians from various parties had sat in the Lok Sabha and the Rajya Sabha for the budget session and work continued on a new parliament building close by, while the milestone was a blip in history unnoticed by many.

The building, with a diameter of 560 ft and circumference of one-third of a mile, was designed by Sir Herbert Baker, who along with Sir Edwin Lutyens was chosen to design the new imperial capital in Delhi on a site in the Raisina Hill area.

Placing the first building block of what would become the imposing circular, colonnaded structure that is the heartbeat of India's parliamentary democracy, Prince Arthur, the Duke of Connaught and Strathearn, had recalled the grandeur of the Acropolis in Athens.

He was an uncle of King George V, then reigning monarch of the British Empire, and laid a huge block of red sandstone bearing inscriptions in Hindi, English and Urdu in that order. It carries his name and the historic date in Roman numbers -- ""XII Feb A.D. MCMXXI"".

""I need only recall the Acropolis of Athens, the Capital of Rome, and the great cities of the East famous in past ages for their splendour and culture. India herself is rich in such precious legacies. From the granite pillars on which the Apostle Emperor Asoka engraved his imperishable edicts, onwards through the chequered centuries, down to the splendid palaces of the Moghal Emperors, every age has left behind it some monument commensurate with its own achievements,"" the Duke of Connaught said.

Records show the grand ceremony took place with then Viceroy Lord Chelmsford - a recreational club named after him still stands a stone's throw away - and a large number of ruling chiefs from princely states and other dignitaries in attendance.

The architectural masterpiece, which was originally called Council House, was inaugurated six years later in 1927, 20 years before India attained its freedom on Aug 15, 1947, by then Viceroy Lord Irwin.

According to the plan, the building was to be constructed to house the imperial legislative chambers -- the central legislative assembly (which took the form of the Lok Sabha), the Council of State (became Rajya Sabha) and the Chambers of Princes (now used for other purposes) -- along with a Central Hall to house a library and a place to hold joint sessions. All within the aesthetic round structure.

In 1929, Bhagat Singh hurled a bomb into its chambers. At the Central Hall is where Jawaharlal Nehru welcomed India's 'tryst with destiny' as India became independent on Aug 15, 1947, and where the Constitution took shape.

Over the decades, as India evolved into the nation it is today, Parliament House has been witness to many moments in history - from cerebral debates to high-decibel, raucous discussions and the passing of legislations, some landmark and others controversial.",Monsoon session: Was Monsoon session the last sitting at old Parliament building? - The Economic Times,8,2022
396,https://economictimes.indiatimes.com/industry/indl-goods/svs/construction/central-vista-dec-infrastructure-emerges-as-lowest-bidder-for-construction-of-executive-enclave/articleshow/92907503.cms,"Hyderabad-based construction firm DEC Infrastructure has emerged as the lowest bidder for the construction of the Executive Enclave that will house the Prime Minister's Office (PMO), the Cabinet Secretariat, the India House and the National Security Council Secretariat, according to an official document.

DEC Infrastructure and Projects (India) Private Limited had quoted an amount of around Rs 1,189 crore, 10.44 per cent less than the Rs 1,328-crore cost estimated by the Central Public Works Department (CPWD), which has been executing the Narendra Modi government's ambitious Central Vista Redevelopment project.

The estimated cost also includes maintenance and housekeeping for five years.

Tata Projects Limited, which is constructing a new Parliament building, quoted Rs 1,407 crore, which is 5.97 per cent more than the estimated project cost.

Larsen and Toubro Limited had quoted a bid amount of around Rs 1,424 crore, according to the document.

Apart from the PMO, the Executive Enclave will house the Cabinet Secretariat, the India House and the National Security Council Secretariat (NSCS).

The India House will be used as a conference facility like the Hyderabad House where high-level talks, especially with top visiting leaders of various countries, are currently held.

The new PMO will have three floors with a floor height of 4.75 metres, in addition to the basement and the ground floor, and the new Cabinet Secretariat and the NSCS will have the same building structure.

The Executive Enclave will come up on the south side of the South Block in plot number 36/38 in the high-security Lutyens' Delhi.

Tata Projects Limited is constructing a new Parliament building. In Oct last year, Larsen and Toubro Limited was awarded the contract for the construction and maintenance of the first three buildings of the common Central Secretariat.

Shapoorji Pallonji and Company Limited is executing the redevelopment work of the Central Vista Avenue stretching from Vijay Chowk to India Gate.

The redevelopment of the Central Vista, the country's power corridor, envisages a new Parliament building, a common Central Secretariat, revamping of the three-kilometre Rajpath from the Rashtrapati Bhavan to India Gate, a new office and residence of the prime minister, and a new vice-president's enclave.",Central Vista: DEC Infrastructure emerges as lowest bidder for construction of Executive Enclave - The Economic Times,7,2022
397,https://economictimes.indiatimes.com/news/india/central-vista-avenue-redevelopment-project-to-be-completed-by-Jul-18-hardeep-singh-puri/articleshow/92724251.cms,"The redevelopment project of the Central Vista Avenue, stretching from Vijay Chowk to India Gate, will be completed by Jul 18, Union Housing and Urban Affairs Minister Hardeep Singh Puri said on Thursday. Puri said some minor works are currently being carried out at one or two underpasses, which are likely to be completed soon.

The redevelopment project of the Central Vista - the nation's power corridor - envisages a new triangular Parliament building, a common central secretariat, the revamping of the three-kilometre-long Rajpath from Vijay Chowk to India Gate, a new prime minister's residence and a prime minister's office, and a new vice-president's enclave.

""The redevelopment project of Central Vista Avenue is almost ready. Some minor works are being carried out at one or two underpasses. The project will be completed by Jul 15 or Jul 18,"" the minister told reporters on the sidelines of an event here.

Earlier this week, Puri had visited the stretch and said that Delhiites, who have warm memories of the place, would be pleasantly surprised to see how it is being totally transformed.

After his visit, the minister had said that the redeveloped Central Vista Avenue would have underpasses, vending zones, public amenities, pathways and green spaces, among other features.

On Jun 2, Puri had said that the Centre achieved the target of holding the Republic Day parade on a revamped Rajpath under the Central Vista Avenue redevelopment project.

Puri had also maintained that the Winter Session of Parliament would take place in the new building being built by Tata Projects Limited.

Official sources had indicated that some portions of the new Parliament building may be functional by Nov 26 - Constitution Day - but added that nothing was finalised yet.

In Dec 2020, Prime Minister Narendra Modi laid the foundation stone for the new Parliament building, which will have modern facilities.",hardeep singh puri: Central Vista Avenue redevelopment project to be completed by Jul 18: Hardeep Singh Puri - The Economic Times,7,2022
398,https://economictimes.indiatimes.com/news/india/central-vista-executive-enclaves-estimated-cost-revised-up-in-fresh-cpwd-tender/articleshow/91840987.cms,"The estimated project cost of the Executive Enclave which will house a new prime minister's office (PMO) has gone up by over Rs 100 crore to Rs 1,316 crore as the CPWD floated a fresh tender cancelling its earlier one, according to the agency's bid document. A Central Public Works Department official said the increased scope of work under the project, including additional information and communication technologies (ICT) components, has led to a marginal rise in the estimated cost.

In its earlier tender, the CPWD had estimated the cost of construction and maintenance of the Executive Enclave at Rs 1,160.17 crore.

Ahluwalia Contracts India Limited had emerged as the lowest bidder, quoting around 1,119 crore for the project.

Apart from the PMO, the executive enclave will house the Cabinet Secretariat, India House and National Security Council Secretariat.

'India House' will be used as a conference facility like the Hyderabad House where high-level talks, especially with top visiting leaders of various countries, are currently held.

According to the new bid document issued earlier this week, the project's estimated cost for construction and five-year maintenance contract is Rs 1,316 crore.

Potential bidders can submit pre-qualification documents by Jun 8 and the contractor will have to complete the work within 24 months, it states.

The total plinth area of the project is 85,282 square metres. According to the agency, 38 watch-towers, active component of ICT and about seven entry and exit gates along with complete security systems were added the list of works.

The new PMO will have three floors having a floor height of 4.75 metres, in addition to the basement and ground floor, and the new Cabinet Secretariat and NSCS will have the same building structure.

The Executive Enclave will come up on the south side of the South Block in plot number 36/38 in the high-security Lutyens' Delhi.

Tata Projects Limited is constructing a new Parliament building. In Oct last year, Larsen & Toubro Limited had been awarded the contract for the construction and maintenance of the first three buildings of the Common Central Secretariat.

Shapoorji Pallonji and Company Limited is executing the redevelopment work of the Central Vista Avenue stretching from Vijay Chowk to the India Gate.

The redevelopment of the Central Vista, the nation' power corridor, envisages a new parliament building, a common central secretariat, revamping of the 3-km Rajpath from the Rashtrapati Bhavan to the India Gate, new office and residence of the prime minister, and a new vice-president enclave.",CPWD: Central Vista: Executive Enclave's estimated cost revised up in fresh CPWD tender - The Economic Times,5,2022
399,https://economictimes.indiatimes.com/news/india/minor-fire-breaks-out-in-new-parliament-building/articleshow/91714491.cms,"A minor fire broke out in the new Parliament building in central Delhi on Saturday afternoon, officials said.

The safety net of the building caught fire, they said.

Information regarding the blaze was received at 12.35 pm and five fire tenders were rushed to the spot, the fire department officials said.

It was a minor fire, and the fire staff present inside the Parliament complex doused it even before the fire tenders reached the spot, they said.

On Monday, a fire broke out in three temporary shelters for workers engaged in the Central Vista project near the Parliament House.

A minor fire had also broken out in room number 59 of the Parliament building on Dec 1, 2021. A computer set, a chair and a table were damaged.",Parliament Building Fire News: Minor fire breaks out in new parliament building - The Economic Times,5,2022
400,https://economictimes.indiatimes.com/news/politics-and-nation/why-no-space-for-ex-pms-at-central-vista-asks-congress/articleshow/90853272.cms,"RELATED
Pradhan Mantri Sangrahalaya: New museum to tell story of every Prime Minister, display Nehru's gifts
New Pakistan government not to indulge in 'politics of revenge': Shehbaz Sharif
Kumari Selja meets Sonia Gandhi, offers to quit as Haryana PCC chief","teen murti bhavan: Why no space for ex-PMs at Central Vista, asks Congress - The Economic Times",4,2022
401,https://economictimes.indiatimes.com/news/india/central-vista-project-487-trees-to-make-way-for-new-executive-enclave/articleshow/90826737.cms,"The Central Public Works Department will transplant 487 trees for the construction of an 'Executive Enclave' as part of the Central Vista redevelopment plan, according to official documents.

The Executive Enclave will house the new Prime Minister's Office, Cabinet Secretariat, India House and National Security Council Secretariat.

According to a revised proposal for grant of environmental clearance to the Rs 1,381-crore project, the Central Public Works Department (CPWD) will maintain 1,022 trees at the site, so as to have a tree per 80 square metre of plot area as per the guidelines of the Union environment ministry.

It said there are 807 trees at the site as compared to the earlier estimate of 784.

In a meeting held on Apr 9, the Delhi State Expert Appraisal Committee (SEAC) recommended the revised proposal to the State Environment Impact Assessment Authority (SEIAA) for grant of environmental clearance.

The SEAC had earlier raised concern over CPWD's proposal to ""remove and transplant"" 630 trees from the site.

Accordingly, the CPWD revised the proposal, decreasing the number of trees to be transplanted to 487 and increasing the number of trees to be retained at the site to 320 from 154.

The CPWD informed the SEAC that 397 trees will be transplanted at Raj Ghat and 90 on a plot in the vicinity.

The project proponent will plant an additional 702 trees at the site to meet the criteria of a tree per 80 square metre of plot area, it told the SEAC.

A compensatory plantation of 4,870 trees will be raised at NTPC, Badarpur.

A total of five buildings with a built-up area of 90,000 square metres will be constructed at the site after demolishing the built-up area of 47,000 sqm.

The redevelopment of the Central Vista, the nation's power corridor, envisages a new parliament building, common central secretariat, revamping of the 3-km Rajpath from Rashtrapati Bhavan to India Gate, new office and residence of the prime minister, and a new vice president enclave.",executive enclave: Central Vista project: 487 trees to make way for new 'Executive Enclave' - The Economic Times,4,2022
402,https://economictimes.indiatimes.com/news/india/delhi-under-thick-security-blanket-in-view-of-republic-day-celebrations/articleshow/89128880.cms,"In view of the 73rd Republic Day celebrations, Delhi has been brought under a heavy security cover as the city police has intensified patrolling and sealed the borders of the national capital in coordination with its counterparts from the neighbouring states to thwart any untoward incident amid a terror alert by intelligence agencies. Over 27,000 police personnel have been deployed on Republic Day security duties in Delhi and anti-terror measures intensified, officials said.

According to the officials, the police personnel deployed include deputy commissioners, assistant commissioners, inspectors and sub-inspectors. Armed Police Force personnel and commandos, officers and jawans of the Central Armed Police Forces (CAPFs) have also been deployed.

CCTVs fitted with a facial recognition software and anti-drone equipment have also been installed, police said.

All major border points of Delhi, including Tikri, Singhu and Ghazipur, have been sealed to ensure incident-free and smooth Republic Day celebrations unlike last year. Extra pickets have been deployed and patrolling has been intensified at the border points, the officials said.

On Jan 26 last year, thousands of farmers protesting against three agriculture laws of the Centre entered Delhi on tractors and wreaked havoc on the city roads. They clashed with police and even hoisted a religious flag from the ramparts of the iconic Red Fort, a privilege reserved for the Indian tricolour.

""We have sealed the borders and put up extra pickets in coordination with our counterparts. No commercial vehicles will be allowed to enter the national capital. Only permitted vehicles and those engaged in essential services will be allowed. Non-permitted vehicles will be sent back while at some borders, traffic diversions and alternate routes are also in place,"" a senior police officer said.

The security personnel are keeping a hawk-eyed vigil over the venue, where President Ram Nath Kovind and Prime Minister Narendra Modi will be celebrating the occasion along with other dignitaries and thousands of people.

""We are fully prepared. We have been preparing for almost two months now. Elaborate arrangements with multi-layered security have been made all around the district. Vehicle checking would start at the borders of New Delhi district and it would become more and more stringent as you move towards the venue,"" Deputy Commissioner of Police (New Delhi) Deepak Yadav said.

Only vehicles with authorised passes or control passes that have already been issued will be allowed to move towards the function area, he added.

All the high-rise buildings have been covered with rooftop arrangements and anti-drone equipment has been installed on a number of these structures, the DCP said.

""With the help of multiple agencies, we have taken adequate measures against any kind of a drone attack or anti-social elements. At the same time, we have also briefed our staff to take adequate precautions to curb the spread of COVID-19. At the time of entry and exit, the staff have been briefed to ensure that it is done in a phased manner and there is no crowding at the entry and exit points,"" he said.

Briefing the media on Saturday about the security arrangements, Police Commissioner Rakesh Asthana had said a total of 27,723 Delhi Police personnel, including 71 DCPs, 213 ACPs and 753 inspectors, have been deployed for the Republic Day parade. They are being assisted by 65 companies of the CAPFs.

Police said anti-terror measures have been intensified in coordination with other security agencies.

""Since the last two months, we have intensified our anti-terror measures. These measures have been taken on 26 parameters very intensively. It is also because Delhi has always been a target for terrorists and anti-social elements. This year too, we have been very much alert,"" Asthana had said.

He mentioned that the anti-terror measures include blockades (naka bandi) at various places, checking of vehicles, hotels, lodges and dharamshalas and various verification drives like that of tenants, servants and labourers.

Counter-drone technology is being used for air space security. Security in and around the area where the Republic Day celebrations will take place has also been beefed up, Asthana said.

Security arrangements for the Central Vista project have also been made in coordination with the officers of the agencies working on the project, he added.

Besides the Delhi Police, other agencies have also been deployed to ensure foolproof security. About 200 teams have been working towards it.

About traffic arrangements, the police commissioner said an advisory was issued detailing specific restrictions on routes so that no inconvenience is caused to the public.

According to a recent order, the operation of sub-conventional aerial platforms, including unmanned aerial vehicles (UAVs), paragliders and hot air balloons, over Delhi has been prohibited in view of the Republic Day celebrations.

The order came into effect on Jan 20 and will remain in force till Feb 15. PTI AMP NIT RC",Delhi Republic Day: Delhi under thick security blanket in view of Republic Day celebrations - The Economic Times,1,2022
